athlete_id,event_std,splitsMissing,maxConsecutiveSplitsMissing
249CD7Y2,media,0,0
44BDD6Y9,media,0,0
1Z54CA77,media,0,0
C46837FZ,media,2,2
C33YAC2D,media,0,0
F8C398DF,media,0,0
9978AB4Z,media,0,0
2CYD52AD,media,0,0
B65B2D8A,media,0,0
DY9F3DAD,media,0,0
ZYCC6YYF,media,0,0
48FZY275,media,0,0
59F9933A,media,0,0
1AY26BYD,media,0,0
2197CD93,media,0,0
Y1YBFFAA,media,0,0
YCBF257D,media,0,0
9748DAYF,media,1,1
A1A6699F,media,0,0
23Z51F99,media,0,0
FC6DZFY4,media,0,0
7358B698,media,0,0
D16114CY,media,0,0
B8YC8ZDA,media,0,0
2Z758726,media,0,0
F8AD73BY,media,0,0
4B88814D,media,0,0
38B6ZY98,media,0,0
14DD4AZC,media,0,0
9B438Z8D,media,0,0
A1A43AZ4,media,0,0
7Y7C3CBC,media,0,0
F3FA1ZYD,media,0,0
9B46YA84,media,0,0
8ABY8469,media,0,0
AD9738BY,media,0,0
5FYYY686,media,0,0
85BF3B64,media,0,0
A236CCCZ,media,0,0
4A8F328C,media,0,0
BCA1BFB9,media,0,0
673ZF59A,media,0,0
3BDDYDA3,media,0,0
F552DCFF,media,0,0
417DCC31,media,0,0
88DBAB18,media,0,0
6B7Z99B7,media,0,0
F6Y8AABZ,media,0,0
ZY792Y85,media,0,0
39DC7987,media,0,0
L2685564,media,0,0
B9YBY5Z6,media,0,0
51413C2D,media,0,0
FZB1ZA2C,media,0,0
386BBD5Z,media,0,0
ZZ6B17YY,media,0,0
D5D53B86,media,0,0
FF8Y3D8B,media,0,0
27D7B7ZY,media,0,0
6FC9FZ1A,media,0,0
5YZ4YCDC,media,0,0
6274Y9C1,media,0,0
5D4A76B8,media,0,0
1D18DA16,media,0,0
83494AC7,media,0,0
B8812ZFF,media,1,1
5ABA7Z7B,media,0,0
2BF9ZY4A,media,0,0
88CA5YYB,media,0,0
DC368B5Z,media,0,0
96CB3A7A,media,0,0
74AF3B5Z,media,1,1
L3424268,media,0,0
C5CYD3Y9,media,0,0
F892YZ8A,media,0,0
3ADCFYDC,media,0,0
ZDAC844C,media,0,0
Y1658349,media,0,0
916ZA299,media,0,0
42C222A5,media,0,0
8C456YA9,media,0,0
86759ZZC,media,0,0
Z52BYC89,media,1,1
1FBZYF35,media,0,0
Z7776964,media,0,0
4772Z6D3,media,1,1
7ZFZB7CF,media,0,0
5Z5DFAY9,media,0,0
6Z2B8C97,media,0,0
FC33Y338,media,0,0
D4D7AFB6,media,0,0
D9494BCB,media,0,0
9Z2294ZF,media,0,0
13432CZ5,media,0,0
ZF3AZFZ1,media,0,0
ADZ9Z5CZ,media,0,0
DCB2Z39D,media,0,0
AD4FFF7C,media,0,0
AF65B5AY,media,0,0
36D3AF1F,media,0,0
29Z44C1Z,media,0,0
ZYDY2A73,media,0,0
93ZY74DA,media,0,0
8524Y3D7,media,0,0
C8CDY1BA,media,0,0
YA8YD57C,media,0,0
ZAYFZY6A,media,0,0
YBBF72ZD,media,0,0
DZ3ABA7D,media,0,0
81CA7BCB,media,0,0
A7BY13C1,media,0,0
BF1C898C,media,0,0
5YY2YB35,media,0,0
22ZY93ZC,media,0,0
F9472B6B,media,0,0
7A4Z5ZAC,media,0,0
347546F9,media,0,0
33AFA87A,media,0,0
85B817BF,media,0,0
2B67Y52A,media,0,0
Y765517D,media,0,0
C5Z9AA38,media,0,0
4ZYBZY96,media,0,0
Z279518F,media,0,0
F12D5FCA,media,1,1
8Z244B6B,media,0,0
CCC72878,media,0,0
ZCZ8C2F7,media,0,0
4A67ZAA7,media,0,0
35C7D41Z,media,0,0
4FFFAB44,media,0,0
YB4Z4FCB,media,0,0
AYZ3C2DY,media,0,0
ZA1211D5,media,0,0
5912A476,media,0,0
YB354Z8C,media,0,0
A272Y41F,media,0,0
96Z9D3DB,media,0,0
4FFY8176,media,0,0
F44AC7Y9,media,0,0
CCD6ZFYY,media,0,0
33FZ6AA9,media,0,0
D748441Y,media,0,0
12Z9DFD7,media,0,0
8C1CB688,media,0,0
927ZZYCA,media,0,0
DAF9B8Y7,media,0,0
D3CZYDF6,media,0,0
BYBFA745,media,0,0
ACCA9B6D,media,0,0
Y95Z3F53,media,0,0
3C929YY4,media,0,0
CF55425C,media,0,0
31D7Y75Y,media,0,0
9B86Y8CZ,media,0,0
531BZ13A,media,0,0
91C23F1F,media,0,0
218F1223,media,0,0
38YYD817,media,0,0
819198B8,media,0,0
DFF26D67,media,0,0
C74F4Y98,media,0,0
Y5D553ZA,media,0,0
F1ACA8ZC,media,0,0
98C125Z6,media,0,0
2CACA837,media,0,0
8F454B77,media,0,0
D7BD5F46,media,0,0
Y3ZYF278,media,0,0
Z2DC2293,media,0,0
D4YZ19YB,media,0,0
853268CB,media,0,0
B3869Z1D,media,0,0
56724C8B,media,0,0
86BY21ZY,media,0,0
FD5ZYB11,media,0,0
2A2F7C5F,media,0,0
223Z6Y24,media,2,1
AA61CD65,media,0,0
7D7B13YZ,media,0,0
39FFB911,media,0,0
Z3FA2FZC,media,0,0
866ABZ3A,media,0,0
56YZ6ADZ,media,0,0
BDA4F1Y8,media,0,0
DF916767,media,0,0
BF3ZB518,media,0,0
AC746DFY,media,0,0
Y9A142D5,media,0,0
