
=== Carrera b228b93e-2a15-4123-baf9-ca0915165c6a, Evento Mitja, Split 10K ===
       athlete_id                                         club  edad  time_split_sec
60942    41CFACFZ                        Belgrave Harriers  28.0         198.795
77538    41Y7YBBY                              TROTASIERRA  57.0         524.296
15920    4213ZD2D                                  Cottage  31.0         204.796
45188    424DA3FY                            Independiente  42.0         537.533
95590    425DZF95                            Independiente  26.0        2214.713
73422    42783B57                            Independiente  56.0         786.275
91570    42CFFZ16                            Independiente  33.0         606.062
142292   42D594Y6                     Club Atlètic Manresa  37.0         207.388
123460   42Y715Z4                            Independiente  46.0         529.751
51725    42YA38C4                            Independiente  37.0         211.625
61250    42Z2YB15                                  MPW-HJM  58.0         512.968
113712   42ZFYYY1                            Independiente  54.0         632.143
160344   43C37YB7                            Independiente  27.0        2034.206
17706    43ZZ9YB2                              Club Pro Am  47.0        5928.000
107822   441DB89Y                             NBRO Running  32.0         209.790
158275   449FZCFD                                     Coco  27.0        1707.976
148960   44F1521B                            Independiente  28.0         204.430
137047   452CCA7B                            Independiente  24.0        1777.656
112755   45Y4Y9F2                            Independiente  33.0        2312.411
79635    463F92F9                                           30.0         189.363
158392   469A5DF8                            Independiente  30.0        1719.976
17699    46DB877D                            Independiente  39.0         626.394
71156    4711767A                                           22.0         192.708
107197   472877B5                            Independiente  28.0         633.542
119204   475Y8356                            Independiente  46.0        1763.427
81135    476FZ82A                            Independiente  31.0         205.672
4501     4772Z6D3                            Independiente  21.0        2142.483
33249    47Z3F7YA                            courir à lyon  22.0        2170.199
137636   47ZA8DDB                            Independiente  56.0         526.020
64082    4816B81Z                            Independiente  34.0         206.271
49858    485C4513                                           51.0        2961.094
35934    489C6B92                    Club Atletismo Alhama  32.0         212.603
100569   489DZ4C2                              Beste Iruña  27.0         210.083
120722   49B13A6Z                            Independiente  35.0         554.993
31657    49CF4Z8D                            Independiente  31.0         541.229
146442   4A45ABF5                            Independiente  45.0        1955.361
49121    4A5CZ2Z1                            Independiente  30.0         562.793
114862   4A9Z71D1                                           37.0         198.895
91001    4AA956AF                            Independiente  37.0         531.520
135770   4AB366FF                            Independiente  37.0         536.267
113647   4ABFZ873                                           51.0         580.670
149986   4B4B97D2                            Independiente  28.0       10514.902
146546   4BC91F2B                                BRKED OFF  24.0         564.004
42111    4BF37976                            Independiente  56.0         547.250
155292   4C4C46A2                            Independiente  41.0         544.641
113706   4C4Y7687                            Independiente  25.0        2386.934
72084    4CCYZD3A                                           38.0         528.182
6043     4CYA95FF                            Independiente  22.0         536.134
101160   4CYY12C8                         dieSchweinehunde  45.0         523.936
2265     4D831Z6B                     DK Runners Barcelona  36.0        2115.247
33350    4D97DF43                            Independiente  49.0         515.849
32122    4DF98587                   Club Marathon Aranjuez  43.0        5311.000
95891    4DY4B2C9                            Independiente  34.0         581.613
12295    4F2CY234                            Independiente  50.0         517.434
68682    4F6173ZZ                            Independiente  52.0        3486.039
45644    4F768C54                            Independiente  45.0         541.380
35325    4F76ZYY1                           Peckham Pacers  39.0         204.157
110257   4F9A55DY                                           28.0         185.428
4752     4FFY8176                 Athletic club Audomarois  23.0         190.371
126988   4FZF2Z1D                           OLX Group Team  38.0         531.780
113907   4Y87532D                                           39.0        1876.825
29393    4YAB64AB                            Independiente  46.0         537.018
49509    4Z53A6FF                            Independiente  57.0         517.154
63043    4Z7CB8BC                            Independiente  33.0         207.683
104945   4ZY33F62                            Independiente  58.0         514.947
48716    5144Y2C8                            Independiente  31.0        2016.215
108282   5162489Y                        Fondistes La Soci  60.0        2401.942
9556     516ZF5Y2                            Independiente  38.0        2736.124
144895   51784BDA                               KL Running  28.0         210.177
81424    5187FB5F                                     Puma  30.0         199.868
148919   518Y21D1                            Independiente  33.0         556.796
62187    51FZ9DDC                                LAT Sense  32.0         205.974
137677   51ZAB3DF                            Independiente  52.0         632.404
129323   5218Z9FZ                                 RHI club  30.0         518.747
1417     5241YB4B                            Independiente  27.0        2062.064
100432   525CB1F7                            Independiente  31.0        2076.175
147334   527F3AFA                                           32.0         187.077
6060     52887Z8D                            Independiente  29.0        2193.780
962      52Y97248                     Taillefer Trail Team  28.0        1191.684
108827   532731C8                     Norwich Road Runners  58.0        1870.085
128490   535615BF                            Independiente  19.0        2338.816
62461    535ZCA4A                            Independiente  39.0        3714.083
76550    5386F431                         Run’Nini’ng Club  28.0        4136.588
73233    53CCC1FB                            Independiente  25.0        1402.015
114681   53DCA546                            Independiente  32.0        4082.347
1089     53DF8B24                           Team FerMedica  28.0         211.031
121879   53Z1DFFC                            Independiente  49.0        3248.200
98548    53Z76D41                            Independiente  31.0        1347.944
97447    541ABFAC                      Tigers Running Club  33.0        6459.000
157808   54886FDZ                      Manchester Run Club  36.0         211.029
47150    5497C1F7                            Independiente  38.0        1933.152
134104   54F76329                            Independiente  31.0         693.709
123762   54YBA74Z                                           45.0         521.639
77748    54Z52179                            Independiente  30.0        2115.566
18828    54ZZ5Z4D                       Rotherham Harriers  26.0         202.212
134462   5541ZZ6F                        Iron Will Solideo  31.0         213.562
155133   55465A87                FUN RUNNERS CLUB ESPORTIU  44.0        1640.283
140063   55A6D382                            Independiente  44.0         570.723
11082    55C6BF6C                    Ackworth Road Runners  53.0        1614.224
145570   55DZZ88B                            Independiente  54.0         598.112
86393    562A83YY                            Independiente  36.0        6656.855
43185    568359C3                            Mazda Fellner  58.0         659.958
101107   5687754D              SR121 - A.S.D. NICO RUNNERS  55.0         561.200
9294     56B8ZFF2                      Better Running Club  33.0         211.664
63771    5735Z13Y                            Independiente  21.0         596.820
136142   574CA1DA                            Independiente  47.0        1763.428
157252   5779Z88A                             IRONWILL.PRO  34.0         207.793
12715    57YZZ49D                    Club esportiu Torelló  47.0         213.580
119039   585B1F26                  A.S.D. ATLETICA MESAGNE  50.0         538.501
114108   58Z5D3B5                            Independiente  27.0        1606.769
30235    59829AA8                           Björnstorps IF  29.0         207.815
159361   59A66C2C                               CLUB PROAM  56.0        1995.657
123490   5A1AY58F                            Independiente  57.0         668.633
11011    5A4C877C                    C.A. CÁRNICAS SERRANO  35.0         207.739
161476   5A4Z5AYY                   Adidas Runners Hamburg  34.0        1759.368
11721    5A6D8FD1                            Independiente  66.0        1777.425
43605    5A9Z2292                            Independiente  41.0         582.248
125452   5AY5834Z                            Independiente  33.0        1597.213
157388   5B1AY3A5                            Independiente  37.0        2174.437
96469    5B3F34D7                            Independiente  27.0         583.262
60269    5B81BBBF                                           27.0         522.659
56042    5BB6Z968                                   Adidas  29.0         182.438
115155   5BD4DZY7                            Independiente  44.0         524.871
105105   5C6A58DY                                   BCTeam  47.0        1953.191
137760   5C777131                            Independiente  37.0         527.783
121307   5CY6Z935                            Independiente  27.0        1845.686
147448   5D22819Y                            Independiente  31.0         536.332
97375    5D978922                            Independiente  34.0         838.420
57375    5DA73587                            Independiente  59.0         587.524
51953    5DD389CF                            Independiente  28.0        1943.655
40492    5F5F891B                            Independiente  47.0         520.594
99387    5Y5C77A6                            Independiente  61.0        2237.976
57976    5Z6ZDCDF                            Independiente  54.0         585.003
992      61AFBZAD                     BROOKS TRAIL RUNNERS  32.0         198.360
40949    61D4656C                         ATLETISMO BIKILA  32.0         187.772
114832   61D83AD6                            Independiente  24.0        1882.515
107590   61ZC5D6D                                    Cifla  24.0         181.101
75920    628FY292                            Independiente  30.0         513.022
155356   62B6Z36B                            Independiente  59.0        1863.769
108898   63258C98                          C.E.DEPORUNNERS  47.0        1406.199
2715     633DZB25                     G. A. Lluisos Mataró  35.0         212.814
48217    634F8F29                            Independiente  41.0        1758.479
143734   6364AYBB                            Independiente  25.0         203.576
32424    639FAYYF                  Manchester Road Runners  27.0        4401.767
66542    63AYB33D                            Independiente  32.0         206.837
46930    63B4ZYD2                      Pontypridd Roadents  31.0         193.506
72239    63D49DB8                            Independiente  40.0         539.788
43143    63ZDB2YZ                            Independiente  27.0        2004.654
23967    6482DZ91                            Independiente  27.0        2593.170
120908   64D493B9                            Independiente  39.0        5284.000
93681    6511F57C                                     Hoka  30.0         210.276
55423    651D5874                 Cambridge + Coleridge AC  34.0         200.442
55333    653B835B                            Independiente  36.0         554.803
15968    6568YAC7                            Independiente  31.0         203.094
56464    659F6C73                            Independiente  29.0         551.104
21186    65C372D8                            Independiente  26.0        1579.045
19273    65D54BDF                            Independiente  25.0        1720.728
27065    65F64981                            Independiente  67.0         636.510
156394   662D8Y69                            Independiente  34.0        1655.733
59016    66BC1339                  Ålesund friidrettsklubb  40.0         206.797
89335    66Y7FCFY                            Independiente  31.0         544.219
137579   677ZDF86                            Independiente  34.0        1625.092
162142   67AF1YY2                         dieSchweinehunde  50.0         523.581
47851    67Y9AD57                            Independiente  49.0         608.376
108092   67YZDZ25                            Independiente  29.0         209.110
161821   681Y2451                                   MAPOMA  36.0         651.878
21973    6843ZC5B                         Les Croupiers RC  26.0         205.314
40105    68691D1Z          Societat Atlètica Corbera (SAC)  47.0        6539.280
26814    6869CCF8                            Independiente  23.0        2019.488
9989     687DC53F                            Independiente  30.0         610.686
55363    688643F1                            Independiente  40.0         541.672
41257    68BFC93F                                     BMSC  28.0         211.047
10550    6982YZ25                            Independiente  28.0         518.050
9203     69D26293                            Independiente  31.0        2374.657
130833   69Y4D285                            Independiente  30.0        1731.509
148231   6A6861D1                            Independiente  30.0         211.706
145408   6AA48ZAD                            Independiente  31.0         570.610
107520   6AB17132                                     Puma  24.0         190.338
128921   6AYCZA34                            Western Tempo  29.0         194.964
96273    6B17C199                            Independiente  41.0        1837.429
48212    6B3F3C3F                            Independiente  30.0         201.305
103517   6B4B4A9Z                            Nasser Allali  36.0         187.751
145617   6B5F3BDA                               CE L’Areny  39.0        1549.653
141397   6B7A1A2B                            Independiente  57.0        2142.187
6919     6BDZFFZ5                              TOP4RUNNING  31.0         197.385
98867    6BZ2D931                           NORCONSULT BIL  36.0        1465.850
40450    6BZB5265                            Independiente  31.0        1509.852
159502   6C3618FF                            Independiente  52.0        2073.744
106982   6C52D194                            Independiente  26.0        1524.908
103397   6C573Y79                            Independiente  27.0         513.878
86415    6C6Z5A9Y                            Independiente  58.0         520.064
23125    6C966CAA                         Cárnicas Serrano  31.0         191.291
89914    6C9A3162                                 eDO Team  40.0         589.260
51564    6CB7Z493                            Independiente  28.0        2932.642
25613    6CBC3Y96                                           35.0         212.246
109403   6CD23CDB                    BCN TRIATHLON TOTAL 3  32.0        2178.034
56924    6CD98333                               Jølster IL  33.0         194.836
5778     6CDDA98F                            Independiente  46.0         518.919
59678    6CF578A3                            Independiente  25.0        3228.229
89107    6CY2Y763                            Independiente  31.0         533.498
38323    6D252276                            Independiente  43.0         513.353
152783   6DCA7647                            Independiente  41.0        3140.742
47204    6F1C7654                            Independiente  68.0         675.617
2075     6F2A8Y61                                           29.0        4385.171
25464    6F4B167F                            Independiente  31.0         617.705
74875    6F4Z85FZ                            Independiente  22.0        1939.170
156121   6F6B149F                            Independiente  32.0        2849.690
137590   6F6D29Z8                            Independiente  31.0        1649.753
90935    6F7722C2                            Independiente  28.0        1851.659
131694   6F85A5DD                            Independiente  34.0         536.747
65433    6F8Z4985                            Independiente  45.0         563.339
103581   6FC9D73Y                            Independiente  27.0        3017.630
1252     6FY3ZCBZ                            Independiente  40.0         633.102
107789   6Y138C52                 Leeds City Athletic Club  37.0         205.566
72275    6Y5476FZ                         Les Croupiers RC  33.0         208.722
138885   6YCA9FB6                            Independiente  55.0         522.023
29100    6YD45679                          Sporty Hangover  28.0        1792.701
17348    6YY687CZ                            Independiente  31.0        3967.964
120441   6Z177F8F                            Overtime Club  27.0        2038.900
95356    6Z6YCBC3                            Independiente  29.0        1802.260
32591    7128637Z                            Independiente  26.0         542.672
125620   715Z5F43                                 Peaufine  26.0         541.229
107167   7197ZYZC                        TEAM PIF CAPDENAC  27.0         212.846
14718    71A755DB                            Independiente  27.0        2246.259
8077     724C46A9                            Western Tempo  28.0         202.826
127509   72B5D5FY                                           28.0         927.370
137922   72BY14BD                            Independiente  60.0         783.161
155286   72FCZCCC                            Independiente  22.0        1637.344
21163    73386CA4                    Aarhus Fremad Atletik  44.0         209.843
136183   73C8FF33                            Independiente  31.0        1925.050
38680    74Z7C343        UNIVERSIDAD AUTONOMA DE ZACATECAS  62.0         682.553
130807   753571Z6                            Independiente  46.0         595.395
93053    7537AZYD                            Independiente  52.0         652.335
125252   754CAAAA                         Naviglio running  64.0         563.157
45229    759B768D                           Tumbon Runners  31.0        2447.342
147100   75D5Y9A3                            Independiente  37.0         513.737
159122   762BCA89                            Independiente  32.0         526.924
140521   763D3663                             Mogoda Trail  51.0        3593.253
68694    76459BZ9                 Meirionnydd Running Club  28.0         202.834
110671   766CZ942                            Independiente  33.0        1590.714
107765   7694Y31A                                 IL Gular  31.0         197.805
97850    76C92YZ9                            Independiente  19.0         522.574
87928    76CF36F4                            Independiente  29.0        2026.773
137334   76Y593DC                           Lebres do sado  54.0        4485.870
142812   77813FZ7                        SPORT PROJECT VCO  41.0         211.868
102816   77A556Z8                            Independiente  28.0         607.333
147484   77AYZB96                            Independiente  47.0         557.951
9419     77C1611C                            Independiente  44.0        1581.731
15136    77D9Y933                            Independiente  45.0        1787.758
154276   77Z5Z875                            Independiente  63.0         556.757
96529    78281AB2                               Seljord IL  30.0         200.289
70460    78D2665C                            Independiente  25.0         540.729
130155   78DYD91Z                            Independiente  39.0         541.864
16166    7916Y8C5                            Independiente  30.0         616.783
116600   797B9823                            Independiente  40.0        2882.991
40708    79FYAABA                         Brontolo Running  61.0         545.384
80888    7AF6AB99                                   Adidas  28.0         179.589
143680   7AZF5F9D                            Independiente  51.0         713.380
45489    7BADZ93D                            Independiente  44.0        2273.484
38385    7BD49492                            Independiente  29.0         213.598
149911   7BZCA3D1                            Independiente  50.0        1942.595
33314    7C2D327Z                                           28.0         201.118
162130   7C3F437C                            Independiente  50.0         547.103
11023    7C43Y347                            Independiente  63.0         513.413
130090   7CAB7C75                                 SK Vidar  34.0         189.697
133296   7CAZCF6D                            Independiente  29.0         660.161
65398    7CC89346                            Independiente  34.0         538.520
50823    7CD8419F                 Desafio Running Mostoles  50.0        6291.000
99226    7D9Y7C2B                            Independiente  29.0         213.353
98250    7DBYYC3B                            Independiente  49.0        1650.685
67022    7DFC1C5F                            Independiente  42.0        2214.710
48603    7F55958F                            Independiente  47.0         515.426
69189    7F6FD9CA                                 eDO Team  32.0         540.929
47965    7F7ZC659                           VGA saint-maur  48.0         565.331
100953   7FF378ZZ                            Independiente  44.0        1471.171
98658    7Y837Y7F                            Independiente  29.0        7512.387
75140    7Y94C7C3                       BROOKS ROAD RUNNER  24.0         191.485
124342   7YFCFZD2                            Independiente  42.0         532.275
93490    7YY39FAD                                Brked-Off  25.0         532.580
109881   7YZ4YC4C                            Independiente  23.0        2140.822
112487   7Z7C86DF                  Mountain Running Guides  34.0         201.169
128283   7Z8C8Z8F                            Independiente  40.0        2871.382
152788   7ZY6Z92D                            Independiente  27.0        1731.899
19465    81A3D38D                             Ironwill.pro  38.0         198.903
54762    81CA9ZA7                         Salford Harriers  40.0         211.878
77497    8244419Y                            Independiente  41.0         529.112
115651   82D24F39                            Independiente  34.0         586.909
59228    82F4DD23                            Independiente  43.0        2105.469
94567    82F58YY8                            Independiente  33.0         523.220
10765    834BY5B5                             UGE Badalona  31.0         211.122
15154    83542CY3                            Independiente  52.0         526.041
156075   835DZC97   Blackrock Athletic Club Dublin Ireland  64.0         563.348
127088   83CA1YAC                                           51.0        2385.789
141888   83CC629Z                         Running Together  44.0         523.081
151209   83FYAZFD                                           29.0        2471.252
154180   8468F681                            Independiente  35.0         642.497
77485    84FC8974                            Independiente  23.0         596.412
37884    84Z3441Z                              TOP4RUNNING  31.0         207.011
49079    851A8B5A                            Independiente  56.0         533.928
91647    85339Y91                            Independiente  25.0        1872.131
29665    8538ZZAB                            Independiente  25.0        3294.579
141450   854741YZ                            Independiente  36.0         207.602
21321    866ZCA61                            Independiente  37.0         527.115
72970    8678B9DD                            Independiente  40.0         578.384
137052   8685C9FD                         Midnight Runners  34.0        2441.267
37108    86C89ZZ6                            Independiente  28.0        1760.379
123833   86YFY93Y                               Rungineers  60.0        1917.291
14045    87A6Z8B9                            Independiente  39.0        2011.858
41369    87C6C5F4                            Independiente  56.0         516.506
45365    8874D4C5                                   Varegg  22.0         209.380
79241    88B19133                            Independiente  29.0        1981.152
44999    88F4DF7B                            Independiente  53.0         533.111
96350    88Z43BF9                            Independiente  24.0         604.004
38470    897AA9B9                            Independiente  29.0        1614.106
40033    899815Z1                            Independiente  29.0        1585.013
1562     89CDYZY2                            Independiente  26.0        1815.136
162040   89Y3558Y                                           29.0        2033.777
59749    8A54ZDBF                            Independiente  22.0        1971.228
136536   8AD82DF5                            Independiente  50.0         566.977
115101   8AYC5C52                            Independiente  30.0        1828.598
29748    8B51481Z                            Independiente  29.0        1672.011
158954   8B5D27YC                      LOS MARTES CON DIOS  48.0        1390.257
107894   8B822D89                            Independiente  57.0         517.117
15854    8BAFAZDY                            Independiente  57.0        1800.179
32079    8C3FD4AD                            Independiente  24.0         213.677
21798    8C41AA11             CLUB ATLETISMO LOS MONTESIOS  48.0         610.046
25738    8C49YC41                            Independiente  22.0         589.974
130276   8C55CBB6                            Independiente  47.0         526.825
91653    8C5Z5YD8                 IFK Göteborg Orientering  29.0         202.211
156598   8C6Y8873                       CLUB MARATON RIOJA  32.0        4317.000
5836     8CBD2552                            Independiente  46.0        1597.191
161590   8CC469Z9                            Independiente  25.0         634.391
47275    8D5ZD9Y8                   Lingfield Running Club  55.0         541.134
99130    8D8183A8                                  Skinfit  26.0         199.880
109278   8DA5855D                            Independiente  22.0         520.972
83878    8F3B35Y1                         Club Atlètic tmb  49.0         581.370
136961   8FB6ZZ1Z                        PRAT TRIATLO 1994  31.0        5126.870
98280    8FF229AD                            Strindheim IL  24.0         208.563
124324   8FY7FAZ1                            Independiente  71.0         516.970
82882    8FZA534A                       TSV Niederelsungen  28.0         205.371
149284   8Y3941C8                            Independiente  61.0        2108.008
110998   8Y5742D1                            Independiente  24.0        2570.398
133771   8YDADC6F                      Levenshulme Runners  40.0         210.923
17093    8Z2195B2                            Independiente  27.0         554.789
30113    8ZBD82A6                         Método Fernández  55.0        2021.892
73958    8ZC86695                            Independiente  42.0         512.097
140667   913Z1475                            Independiente  34.0         213.085
86356    918Z33FC                            Independiente  28.0         511.500
18308    91998B98                            Independiente  65.0         536.489
138102   91FD2F15                            Independiente  27.0        1762.390
3377     92342CD6                            Independiente  29.0         560.563
134932   929Y3Z9Y                          Snøgg Friidrett  30.0         208.902
85055    92C148B5                     Galway City Harriers  72.0         536.591
125020   92CZ523Y                            Independiente  29.0         210.209
27071    92Z78AF7                            Independiente  43.0         204.469
151738   931FDADD                            Independiente  31.0         192.965
116023   9361A612                     PRORUNNERS BARCELONA  33.0        1254.592
148649   9425285F                            Independiente  35.0        1497.716
122582   942F3DBC                                    Proam  42.0        2050.125
72000    944839Z7                            Independiente  25.0         535.834
17474    94C85796                                           52.0         528.807
63256    94Z3Y693                            Independiente  47.0         580.386
133825   94Z97D24                            Independiente  39.0         514.463
42938    95A5AB9B                            Independiente  46.0         596.246
140950   95AA8Y34                          Donore Harriers  27.0         199.944
54961    95AB1AB5                            Independiente  31.0        1511.216
97107    961D6366                            Independiente  30.0        1798.350
54146    962C8439                                           32.0         205.494
16787    9631FBDA                            Independiente  44.0         680.423
134896   967ZZ5B3            Royal Whitestar Athletic Club  37.0         206.093
47675    96945Y94                           Esclops d"Azun  23.0         195.486
67006    969962F7                            Independiente  37.0         538.530
29995    96D6816Y                            Independiente  58.0         674.230
155110   9743C5AZ                         Tromso Lopeklubb  38.0         202.301
52305    979B8DBZ      HYGGE RUNNING CONCEPT - BROOKS TEAM  31.0         200.758
125031   97B2DA6A                            Independiente  39.0        1891.148
145812   97CD58FC                            Independiente  49.0         517.502
71904    97Y52681                            Independiente  27.0         208.135
81093    97Z4DFY8                            Independiente  21.0        2667.622
122523   988ZF5YD                     BROOKS TRAIL RUNNERS  28.0         195.095
71807    98AB4Y58                            Independiente  27.0         537.641
112867   98AF7839                            Independiente  20.0        2288.710
131323   991B7ZB2                            Independiente  43.0         555.510
115851   99ABY9FB                            Independiente  31.0        5870.772
16922    99CA6CDZ                     BROOKS TRAIL RUNNERS  39.0         209.602
88959    9A74769Z                         Chorlton runners  33.0        4723.033
75530    9A7ZZ861                                           30.0         526.698
10217    9AB13D59                         Clichy Triathlon  33.0        2782.293
136780   9ACAA1F1                            Independiente  29.0        3663.859
105394   9AZ6FC5Z                     The Kenyan Urban Way  45.0         584.218
138049   9B338Y5A                              TEAM MISANO  32.0         207.202
136302   9B949Y91                            Independiente  56.0         615.527
48959    9C1673F6                            Independiente  32.0        2402.139
71832    9C9BY5Y5                            Independiente  26.0        2003.972
132259   9CD13786                            Independiente  20.0        2065.565
83072    9D1DD894                            Independiente  59.0         512.235
160183   9DAD4564                            Independiente  29.0        2048.945
10201    9DF15AZ4                          AGF-Atletik DEN  25.0        3509.412
12792    9DZZ4Y94                                ASD RUNIT  50.0        1684.415
40050    9F254D26                            Independiente  25.0        2562.957
80617    9F441482                  G.M TEENAGER Staranzano  56.0         514.288
86631    9FA7B745                                           37.0         582.329
65136    9FFA3232                            Independiente  49.0        1926.951
155333   9FFC82ZZ                                           33.0         200.270
17200    9Y1186A5                            Independiente  29.0         541.534
114527   9Y2DYF57                            Independiente  58.0       10560.460
53222    9Y7Y9Z42                            Independiente  25.0         526.039
24436    9Y9692Y7                               ELS MAMUTS  50.0         522.539
17562    9Y9F9D69                            Independiente  21.0        3293.932
83197    9Y9Z5DA8                            Independiente  26.0        1712.069
145048   9YZ3283C                            Independiente  47.0         205.746
56262    9Z81B367                            Independiente  44.0        1886.400
142806   9ZA569YD                                     CNAB  78.0         517.392
3833     9ZZ19DF1                            Independiente  21.0        2415.044
91695    9ZZ1BC7Y                      INCLUYENDO SONRISAS  38.0         554.852
18980    A135C9A6                            GTI friidrett  31.0         208.262
103240   A1416CF3                            Independiente  29.0         565.293
8927     A171D2YA                      New Marske Harriers  71.0         511.880
70588    A1F3FZ75                            Independiente  27.0        5348.690
9918     A1Z3B616                            Independiente  56.0        5483.546
160682   A2247F2B                            Independiente  29.0         198.395
43557    A2266YY8                            Independiente  34.0         556.024
120376   A2687ZB1                          Lyon Athletisme  32.0         212.526
125132   A26925Y3                            Independiente  27.0         587.643
143095   A2CAB8Y1                                           62.0         523.194
34007    A2FY17CB                            Independiente  25.0         545.135
116006   A3516756                            Independiente  58.0         528.981
70700    A385B715                BROOKS RUNNING COLLECTIVE  41.0        1909.089
81963    A38755AD                            Independiente  38.0         713.824
36455    A46F7BD6                       Sandnes Idrettslag  37.0         211.547
62644    A4723ZAF                   Hedge End Running Club  58.0         546.265
65731    A4BAFY13       C.D. ATLETISMO BRIVIESCA-NORPETROL  43.0         209.075
13833    A4DDDDDB                            Independiente  36.0         201.601
118523   A4Y47ZCA                            Independiente  40.0        2457.140
110867   A55F7DZB                 CA ALBACETE - DIPUTACIÓN  33.0         208.354
103481   A5761B4A                       North East Project  27.0         202.089
137689   A5F76B4B                            Independiente  33.0         523.173
128034   A5Z6ZAAZ                        Maratonkameratene  28.0         208.742
102840   A62F3F98                              BROOKS TEAM  31.0         206.333
21097    A7224Z97                            Independiente  60.0        4589.654
117604   A72C6354                            Independiente  26.0        1566.961
63487    A72F5A77                            Independiente  51.0         545.116
126202   A7AZD72Z                            Independiente  37.0         555.350
6209     A7B87ZC6                         AZS Politechnika  37.0         201.678
27838    A7Y81ACY             Entente Athlétique de l"Arve  35.0         191.422
58734    A84Y47ZD                            Independiente  38.0        1689.663
10855    A8959228                            Independiente  32.0         514.271
78108    A8F47585                             SV Brackwede  31.0         210.438
146944   A9173572                            Independiente  25.0         512.177
112953   A958Z9F1                 Tunbridge Wells Harriers  34.0         200.168
80257    A97Y599Y                            Independiente  31.0        2195.958
83968    A9841Z5F                            Independiente  25.0         541.735
131772   A9Y41A1B                       Nuñez Run Talavera  29.0         184.913
43515    AA36AY11                                           28.0        2057.550
144455   AAB7FA8D                            Independiente  23.0         511.913
124129   AAC2ABB3                            Independiente  34.0         526.313
39873    AADAY219                            Independiente  41.0         519.465
94777    AAF16666                            Independiente  50.0         521.681
49367    AAYY3Y28                                           35.0         549.639
82091    AB3AA78D                            Independiente  59.0         560.508
2012     AB83ZBC2                            Independiente  32.0         540.964
64753    ABA2Z3CZ                                 Athle632  23.0         212.764
106151   ABAZAA13                                  Wolfrun  47.0        4927.471
138228   AC12A925                            Independiente  54.0         584.825
11864    AC263852                                      Jam  42.0         211.666
128746   AC68Y46Y                            Independiente  53.0         667.403
77508    AC6B3FB3                            Independiente  24.0        2142.146
20230    ACA34219                            Independiente  57.0        2787.538
145300   ACA965F1                                     Eamh  35.0         205.550
51695    ACZCZ5CC                            Independiente  32.0         527.247
91300    ACZYYD94                            Independiente  30.0         786.259
45381    AD47A83D                            Independiente  60.0        2147.277
1527     ADDB598F                     BROOKS TRAIL RUNNERS  31.0         200.087
41251    AF55D23C                            Tomrefjord IL  26.0         207.502
94272    AFAF9Y71                FUN RUNNERS CLUB ESPORTIU  30.0         566.691
89562    AFB52ZY9                            Independiente  34.0        2350.942
130803   AYBD5AZ7                            Independiente  62.0         521.325
94391    AYC6ACZ4                    Montpellier Triathlon  24.0        1260.673
65587    AYF2CF95                         Les Croupiers RC  33.0         208.358
64868    AZ5321CB                            Independiente  29.0       11071.169
18583    AZA7AD2Y                            Independiente  55.0         554.854
115843   AZAD7BBB                  Ferencvárosi Torna Club  25.0         212.981
89610    AZB1D2ZC                         Morpeth Harriers  28.0         199.699
13655    AZBA382F                            Independiente  29.0         512.638
45271    AZBA8Z1Z                        adrianbednarek.pl  34.0         202.889
25660    AZC54D47                    Riberal Athletic Club  37.0         521.531
143782   B118C248                            Independiente  37.0         539.345
101248   B156AY78                            Independiente  34.0        2026.819
122487   B1785F8C                            Independiente  27.0         516.508
103758   B1A14FZY                           Best Athletics  42.0        5590.765
136410   B1BY1613                            Independiente  41.0         528.005
27129    B1ZB2D34                            Independiente  35.0        1595.734
20153    B278241C                            Independiente  29.0         552.173
69860    B29Z4966                         Les Croupiers RC  46.0        1693.018
57760    B2AFB231                            Independiente  49.0         534.348
19357    B3DCY4B4                                 SK VIDAR  24.0         199.203
58869    B4AC91Z4                         Les Croupiers RC  24.0         172.494
54140    B4FC55FA                          ARMADOC Aveyron  36.0         212.134
160329   B4ZY1BFD                                           32.0         185.866
30858    B534Y2C7                            Independiente  21.0         571.585
41056    B5464991                            Independiente  29.0         785.358
39288    B551A98F                              CAF RUNNERS  35.0        1991.054
136948   B5A3Y273                      AS Marck athletisme  29.0         211.522
88273    B6C98189                            Independiente  39.0         524.504
117092   B6FC638F                          PAC (Rotterdam)  36.0         198.013
123436   B6ZBZ52Z                                 Octowave  29.0        5145.000
112397   B7811ZF3                            Independiente  35.0         213.112
115137   B7ACZ17Y                            Independiente  36.0         570.571
70659    B7Z372C3                            Independiente  34.0        1405.729
77970    B8151212                            Independiente  70.0         619.993
128063   B8C72FA2                                  Moss IL  44.0        1448.577
95171    B919A72F                                    Asics  31.0         192.179
160942   B92Z12BZ                           CA PALAFRUGELL  34.0         203.314
53484    B97ZBZA9                            Independiente  54.0         546.185
118711   B982B45C                               Jølster IL  23.0         205.021
24776    B9A85175                     PRORUNNERS BARCELONA  35.0         557.402
133646   B9D1FC5B                            Independiente  28.0         533.045
9627     B9FB61Z8                            Independiente  22.0        2523.872
8662     B9Y8Y1D1               TRANSPERFECT CA TMB AFANOC  20.0         187.020
23563    B9YBC7B7                            Independiente  53.0         586.635
49605    BA1BF317                            Independiente  44.0         533.870
136572   BA2BD916                            Independiente  37.0         191.563
